HINQ302_Migration_Data_assessment_2.1
HINQ302_Migration_Data_assessment_2.1,,,,,,,,,,,,,,,,,
unique_identifier,city_origin,ship_name,travel_class,first_name,second_name,age_years,date_disembarked,day_disembarked,month_disembarked,year_disembarked,gender-type,race_group,occupation_type,destination_city,deck_number,,comment_data_and_sources
244,liverpool,aquitania,first,saqr,el-ahsan,4,20/04/1912,20,4,1912,male,other,blacksmith,cherbourg,3,,
245,liverpool,lusitania,second,gabrielle,parker,3,16/04/1912,16,4,1912,male,other,carpenter,new york,2,,
246,liverpool,adriatic,second,brandon,neuroth,92,17/04/1912,17,4,1912,male,black,miner,new york,5,,
247,liverpool,adriatic,first,amanda,mcphail,50,17/04/1912,17,4,1912,female,other,baker,new york,4,,
248,liverpool,carpathia,first,garth,martin,49,19/04/1912,19,4,1912,female,white,blacksmith,cherbourg,1,,
249,liverpool,celtic,third,tyler,kim,13,16/04/1912,16,4,1912,female,other,weaver,new york,2,,
250,liverpool,lusitania,third,payton,dinhvu,61,17/04/1912,17,4,1912,male,black,baker,new york,5,,
251,liverpool,adriatic,first,jeelaan,el-samara,76,16/04/1912,16,4,1912,male,other,carpenter,new york,3,,
252,liverpool,lusitania,second,nikki,henderson,2,17/04/1912,17,4,1912,female,other,mason,new york,3,,
253,southampton,britannic,third,collin,scott,64,17/04/1912,17,4,1912,female,asian,merchant,new york,4,,
254,liverpool,mauretania,second,megean,snow,71,15/04/1912,15,4,1912,male,white,weaver,new york,3,,
255,southampton,titanic,third,tiffany,autterson,21,15/04/1912,15,4,1912,male,black,merchant,new york,2,,
256,liverpool,baltic,first,victoria,talent,11,15/04/1912,15,4,1912,female,asian,miner,new york,4,,
257,liverpool,aquitania,second,yvonne,tran,5,17/04/1912,17,4,1912,male,black,tailor,new york,4,,
258,liverpool,baltic,third,abbigail,gonzalez mejia,no data,15/04/1912,15,4,1912,male,white,weaver,new york,5,,
259,southampton,olympic,third,hannah,duncanson,6,16/04/1912,16,4,1912,female,other,none,new york,4,,
260,liverpool,adriatic,second,mina,thompson,7,17/04/1912,17,4,1912,male,asian,shoemaker,new york,1,,
261,southampton,britannic,third,morgan,scott,16,18/04/1912,18,4,1912,male,hispanic,mason,cherbourg,5,,
262,liverpool,celtic,second,elijah,franklin,9,15/04/1912,15,4,1912,male,black,blacksmith,new york,4,,
263,southampton,titanic,third,nia,vaughn,8,20/04/1912,20,4,1912,male,other,miner,new york,5,,
264,liverpool,lusitania,second,la shun,sellers,53,19/04/1912,19,4,1912,female,hispanic,merchant,new york,2,,
265,liverpool,lusitania,first,jordan,camacho,52,19/04/1912,19,4,1912,male,black,shoemaker,new york,1,,
266,liverpool,mauretania,first,michael,sun,84,15/04/1912,15,4,1912,female,asian,blacksmith,cherbourg,3,,
267,liverpool,baltic,third,naafoora,el-shehata,55,18/04/1912,18,4,1912,female,asian,shoemaker,new york,5,,
268,liverpool,celtic,third,eric,yang,91,20/04/1912,20,4,1912,female,black,tailor,new york,4,,
269,liverpool,lusitania,second,kaytlyn,slusarczyk,38,16/04/1912,16,4,1912,male,hispanic,farmer,new york,5,,
270,liverpool,mauretania,second,jazmin,garay flores,1,17/04/1912,17,4,1912,male,other,carpenter,new york,5,,
271,liverpool,celtic,second,karen,steinacher,27,16/04/1912,16,4,1912,male,other,blacksmith,new york,2,,
272,liverpool,lusitania,second,dominic,martinez,27,19/04/1912,19,4,1912,female,asian,merchant,cherbourg,4,,
273,liverpool,mauretania,second,pa ying,covington,75,20/04/1912,20,4,1912,female,black,tailor,new york,4,,
274,southampton,olympic,first,nicklas,hedrick,51,19/04/1912,19,4,1912,female,other,miner,new york,4,,
275,liverpool,adriatic,first,thaylor,powell,89,20/04/1912,20,4,1912,male,asian,weaver,new york,4,,
276,liverpool,adriatic,third,jessica,martin,45,19/04/1912,19,4,1912,female,black,blacksmith,new york,2,,
277,southampton,titanic,third,theresa,tran,7,19/04/1912,19,4,1912,male,hispanic,farmer,new york,1,,
278,liverpool,celtic,second,daniel,macon-robinson,98,16/04/1912,16,4,1912,female,white,weaver,new york,4,,
279,liverpool,baltic,second,kimberly,ottinger,90,19/04/1912,19,4,1912,female,black,carpenter,new york,2,,
280,liverpool,lusitania,third,santiago,lozoya rangel,40,18/04/1912,18,4,1912,female,white,shoemaker,new york,2,,
281,southampton,olympic,first,riley,branson,13,20/04/1912,20,4,1912,female,other,carpenter,new york,2,,
282,liverpool,carpathia,third,lucas,shumock,96,15/04/1912,15,4,1912,female,black,shoemaker,new york,4,,
283,southampton,britannic,second,mariah,duenas,10,19/04/1912,19,4,1912,female,other,carpenter,new york,2,,
284,liverpool,mauretania,first,haamida,el-attar,1,17/04/1912,17,4,1912,female,asian,none,new york,1,,
285,liverpool,carpathia,third,de ondre,stevenson,2,18/04/1912,18,4,1912,male,other,merchant,new york,1,,
286,liverpool,aquitania,second,jonathan,nguyen,16,17/04/1912,17,4,1912,female,other,shoemaker,new york,4,,
287,liverpool,mauretania,second,arielle,toney,42,20/04/1912,20,4,1912,female,other,carpenter,new york,1,,
288,liverpool,lusitania,third,mangei,isabelle,18,19/04/1912,19,4,1912,female,black,blacksmith,new york,3,,
289,southampton,britannic,first,abdur raheem,al-radwan,18,20/04/1912,20,4,1912,female,asian,baker,new york,1,,
290,southampton,britannic,third,christian,johnston,7,18/04/1912,18,4,1912,female,other,merchant,new york,4,,
291,southampton,olympic,first,jordan,colson,78,16/04/1912,16,4,1912,male,hispanic,tailor,new york,4,,
292,southampton,titanic,second,sara,wong,13,17/04/1912,17,4,1912,female,black,shoemaker,new york,3,,
293,southampton,titanic,first,christopher,sanchez,83,20/04/1912,20,4,1912,male,black,miner,new york,5,,
294,liverpool,baltic,first,aatifa,al-arshad,34,15/04/1912,15,4,1912,female,asian,baker,new york,2,,
295,liverpool,adriatic,first,krystal,ramirez,31,19/04/1912,19,4,1912,female,asian,farmer,cherbourg,4,,
296,southampton,britannic,first,linh,hathaway,3,20/04/1912,20,4,1912,female,other,weaver,cherbourg,1,,
297,liverpool,baltic,first,keisha,hassan,9,17/04/1912,17,4,1912,female,white,none,new york,4,,
298,liverpool,carpathia,second,atsila,berg,42,17/04/1912,17,4,1912,male,asian,baker,new york,3,,
299,liverpool,aquitania,third,casey,kebba,75,20/04/1912,20,4,1912,male,other,blacksmith,new york,3,,
300,liverpool,lusitania,second,sheridan,hamilton,97,16/04/1912,16,4,1912,female,hispanic,carpenter,new york,4,,
301,liverpool,mauretania,second,carl,jarman,48,17/04/1912,17,4,1912,male,white,shoemaker,new york,5,,
302,liverpool,baltic,second,jacob,liao,no data,19/04/1912,19,4,1912,female,white,merchant,new york,3,,
303,southampton,titanic,first,sabrina,lopez,5,18/04/1912,18,4,1912,female,hispanic,blacksmith,new york,1,,
304,southampton,titanic,first,boan,masterson,79,15/04/1912,15,4,1912,female,other,miner,cherbourg,2,,
305,liverpool,carpathia,third,kadijah,cummings,72,19/04/1912,19,4,1912,female,white,weaver,new york,5,,
306,liverpool,lusitania,second,dina,chavez,27,16/04/1912,16,4,1912,female,white,weaver,cherbourg,3,,
307,liverpool,lusitania,third,cody,solorzano,40,18/04/1912,18,4,1912,male,asian,mason,new york,2,,
308,liverpool,baltic,third,abdur raheem,el-basa,94,16/04/1912,16,4,1912,female,asian,shoemaker,new york,1,,
309,liverpool,mauretania,second,brittany,turner,93,16/04/1912,16,4,1912,female,other,merchant,cherbourg,5,,
310,liverpool,mauretania,first,kendra,morrow,48,20/04/1912,20,4,1912,male,white,farmer,new york,4,,
311,southampton,titanic,first,naaifa,el-hussain,77,17/04/1912,17,4,1912,female,black,merchant,new york,5,,
312,liverpool,lusitania,second,esar,ellis,36,20/04/1912,20,4,1912,female,asian,baker,cherbourg,5,,
313,liverpool,aquitania,second,jordan,young,18,20/04/1912,20,4,1912,male,asian,tailor,new york,4,,
314,liverpool,baltic,third,suthdara,marlow,66,17/04/1912,17,4,1912,female,asian,blacksmith,new york,3,,
315,liverpool,celtic,first,krystal,redmond,30,19/04/1912,19,4,1912,male,black,shoemaker,new york,3,,
316,liverpool,aquitania,second,ahlaam,el-salem,25,19/04/1912,19,4,1912,male,black,blacksmith,new york,1,,
317,liverpool,mauretania,first,a'lexus,crabtree,40,17/04/1912,17,4,1912,male,hispanic,blacksmith,new york,5,,
318,liverpool,lusitania,second,travis,pratt,1,15/04/1912,15,4,1912,female,hispanic,mason,new york,3,,
319,liverpool,celtic,third,jada,shafi,3,17/04/1912,17,4,1912,female,hispanic,miner,new york,4,,
320,liverpool,aquitania,first,chelsea,plazola,97,17/04/1912,17,4,1912,female,other,blacksmith,cherbourg,4,,
321,liverpool,mauretania,third,marquise,davison,77,15/04/1912,15,4,1912,male,white,mason,new york,3,,
322,liverpool,celtic,second,michael,scott,4,15/04/1912,15,4,1912,male,asian,miner,new york,5,,
323,liverpool,baltic,second,hernan,molina,4,20/04/1912,20,4,1912,male,other,merchant,new york,3,,
324,liverpool,baltic,third,cody,hunsaker,99,17/04/1912,17,4,1912,male,asian,weaver,new york,2,,
325,southampton,britannic,first,jordyn,imam,97,20/04/1912,20,4,1912,male,asian,baker,new york,1,,
326,southampton,britannic,second,kamaaluddeen,al-bari,41,17/04/1912,17,4,1912,female,other,weaver,new york,4,,
327,liverpool,adriatic,first,alyssa,washington,88,15/04/1912,15,4,1912,male,black,farmer,new york,4,,
328,southampton,olympic,second,joseph,jaramillo,45,20/04/1912,20,4,1912,male,other,tailor,new york,4,,
329,liverpool,mauretania,second,muhammad,al-farooq,4,19/04/1912,19,4,1912,male,hispanic,farmer,new york,3,,
330,liverpool,lusitania,third,lorena,valdez,60,16/04/1912,16,4,1912,male,asian,miner,cherbourg,1,,
331,liverpool,mauretania,second,olivia,marchena,1,18/04/1912,18,4,1912,male,other,shoemaker,new york,1,,
332,liverpool,carpathia,third,tori,nichols,67,18/04/1912,18,4,1912,male,black,none,new york,2,,
333,liverpool,carpathia,third,alundra,thao,6,17/04/1912,17,4,1912,female,hispanic,blacksmith,new york,5,,
334,southampton,olympic,second,sadeeqa,el-mohammed,52,20/04/1912,20,4,1912,male,hispanic,carpenter,new york,2,,
335,southampton,titanic,third,brandon,chen,83,17/04/1912,17,4,1912,female,other,blacksmith,new york,3,,
336,liverpool,baltic,first,lillieanna,garcia,37,15/04/1912,15,4,1912,male,black,merchant,new york,4,,
337,liverpool,lusitania,first,hannah,sanders,16,19/04/1912,19,4,1912,male,white,miner,new york,3,,
338,liverpool,baltic,second,atiya,davis,55,19/04/1912,19,4,1912,male,white,tailor,new york,3,,
339,liverpool,celtic,second,omar,del mazo apablaza,3,20/04/1912,20,4,1912,male,other,none,new york,3,,
340,liverpool,carpathia,third,alyssia,thomas,11,19/04/1912,19,4,1912,male,asian,farmer,new york,5,,
341,southampton,titanic,third,jessica,kennedy,7,19/04/1912,19,4,1912,female,white,blacksmith,new york,1,,
342,liverpool,carpathia,third,juan,sanchez,9,17/04/1912,17,4,1912,male,white,merchant,new york,2,,
343,southampton,titanic,second,aiyana,akina,53,19/04/1912,19,4,1912,male,black,carpenter,new york,1,,
344,liverpool,mauretania,second,xavier,ramirez,9,18/04/1912,18,4,1912,male,other,shoemaker,new york,4,,
345,liverpool,adriatic,first,uriah,keuhne,50,15/04/1912,15,4,1912,female,white,tailor,new york,2,,
346,liverpool,carpathia,second,raven,silas,4,16/04/1912,16,4,1912,male,asian,carpenter,new york,5,,
347,liverpool,baltic,second,parth,de werd,no data,18/04/1912,18,4,1912,female,hispanic,tailor,new york,1,,
348,liverpool,adriatic,first,nicholas,casillas,20,16/04/1912,16,4,1912,female,asian,carpenter,new york,5,,
349,liverpool,celtic,second,margarita,begaye,2,19/04/1912,19,4,1912,male,asian,none,new york,5,,
350,liverpool,aquitania,second,patrice,miller,7,17/04/1912,17,4,1912,male,hispanic,miner,cherbourg,3,,
351,southampton,britannic,third,destiny,lorenz,55,18/04/1912,18,4,1912,male,white,baker,new york,5,,
352,liverpool,carpathia,first,quincy,brown,72,16/04/1912,16,4,1912,female,black,weaver,new york,2,,
353,liverpool,aquitania,first,anthony,lemus,96,18/04/1912,18,4,1912,female,asian,merchant,new york,5,,
354,liverpool,adriatic,first,celso,laulunen,no data,20/04/1912,20,4,1912,female,white,baker,new york,2,,
355,liverpool,lusitania,second,billy,magno,19,19/04/1912,19,4,1912,female,hispanic,carpenter,cherbourg,4,,"The entry nineteen-one as an 'age' variable is ambiguous. It could be nineteen years and one month but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
356,liverpool,celtic,third,patrick,gross,15,16/04/1912,16,4,1912,female,black,blacksmith,new york,2,,
357,southampton,britannic,second,tharwa,el-huq,32,20/04/1912,20,4,1912,female,hispanic,blacksmith,new york,1,,
358,liverpool,celtic,second,alexa,kazee,35,20/04/1912,20,4,1912,male,black,baker,new york,1,,
359,liverpool,aquitania,second,jacob,koenig,1,18/04/1912,18,4,1912,male,asian,blacksmith,new york,2,,
360,liverpool,aquitania,first,abeer,el-hariri,85,18/04/1912,18,4,1912,female,hispanic,tailor,new york,4,,
361,southampton,britannic,second,glenda,cartwright,8,17/04/1912,17,4,1912,female,white,mason,new york,3,,
362,liverpool,celtic,first,terrelle,daniels,64,20/04/1912,20,4,1912,female,black,shoemaker,new york,3,,
363,liverpool,celtic,third,alexandra,morser,57,16/04/1912,16,4,1912,male,black,shoemaker,new york,4,,
364,liverpool,aquitania,third,jamie,hohn,70,18/04/1912,18,4,1912,female,white,none,new york,1,,
365,southampton,titanic,second,evan,robinson,74,20/04/1912,20,4,1912,female,hispanic,merchant,cherbourg,1,,
366,liverpool,carpathia,first,erick,cordova,40,17/04/1912,17,4,1912,male,hispanic,miner,new york,5,,
367,liverpool,mauretania,third,kelsey,grimes,54,20/04/1912,20,4,1912,female,hispanic,miner,new york,1,,
368,southampton,britannic,second,jeremy,johnson,33,15/04/1912,15,4,1912,female,hispanic,tailor,new york,1,,
369,liverpool,adriatic,second,conner,kingery,68,19/04/1912,19,4,1912,female,asian,carpenter,new york,3,,
370,southampton,titanic,third,xandra,reeves,2,15/04/1912,15,4,1912,male,asian,carpenter,new york,1,,
371,liverpool,aquitania,first,treymond,coney,7,18/04/1912,18,4,1912,female,black,miner,cherbourg,1,,
372,liverpool,baltic,second,rawda,el-nazir,93,17/04/1912,17,4,1912,female,black,merchant,new york,3,,
373,southampton,titanic,second,alejandra,cortes,4,18/04/1912,18,4,1912,male,hispanic,merchant,new york,5,,
374,southampton,olympic,first,david,sidberry-white,26,18/04/1912,18,4,1912,female,black,farmer,new york,5,,
375,southampton,olympic,third,wesley,carrigan,62,16/04/1912,16,4,1912,female,black,miner,new york,5,,
376,liverpool,carpathia,third,dominic,martinez,no data,20/04/1912,20,4,1912,female,white,none,new york,1,,
377,liverpool,lusitania,first,dhaafir,al-fares,19,18/04/1912,18,4,1912,male,asian,baker,new york,2,,"The entry nineteen-five as an 'age' variable is ambiguous. It could be nineteen years and five months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
378,liverpool,mauretania,third,krystal,davis,55,17/04/1912,17,4,1912,male,hispanic,blacksmith,new york,4,,
379,southampton,titanic,first,emilie,illian,20,17/04/1912,17,4,1912,male,other,farmer,new york,4,,
380,liverpool,aquitania,third,elise,loza,39,19/04/1912,19,4,1912,male,hispanic,weaver,new york,1,,
381,liverpool,carpathia,third,baaqir,el-abdulla,69,17/04/1912,17,4,1912,male,asian,shoemaker,new york,1,,
382,liverpool,adriatic,third,kathryn,lee,9,15/04/1912,15,4,1912,male,hispanic,none,new york,5,,
383,southampton,titanic,second,allison,felker,74,15/04/1912,15,4,1912,male,white,mason,new york,4,,
384,liverpool,carpathia,second,satya,bui,90,18/04/1912,18,4,1912,male,hispanic,blacksmith,new york,2,,
385,liverpool,aquitania,first,eloyita,judkins,4,20/04/1912,20,4,1912,male,asian,mason,new york,5,,
386,southampton,britannic,third,david,mark,22,19/04/1912,19,4,1912,female,black,shoemaker,new york,5,,
387,liverpool,adriatic,second,leanna,clement,19,16/04/1912,16,4,1912,female,black,shoemaker,new york,2,,"The entry nineteen-seven as an 'age' variable is ambiguous. It could be nineteen years and seven months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
388,liverpool,baltic,third,josue,barela,3,19/04/1912,19,4,1912,male,asian,farmer,new york,2,,
389,southampton,britannic,third,koy,jacobs,17,15/04/1912,15,4,1912,female,asian,shoemaker,new york,1,,
390,liverpool,baltic,third,mudrika,el-ameen,13,20/04/1912,20,4,1912,male,asian,shoemaker,new york,4,,
391,liverpool,adriatic,third,waseem,el-rasheed,19,15/04/1912,15,4,1912,female,asian,weaver,new york,4,,"The entry nineteen-one as an 'age' variable is ambiguous. It could be nineteen years and one month but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
392,liverpool,baltic,second,kidist,clark,1,19/04/1912,19,4,1912,male,asian,farmer,new york,3,,
393,southampton,britannic,second,ashley,basurto,78,15/04/1912,15,4,1912,female,other,carpenter,new york,3,,
394,liverpool,aquitania,second,jiali,truong,0,19/04/1912,19,4,1912,male,white,none,new york,2,,
395,liverpool,carpathia,first,jordyn andrew,valdo,9,18/04/1912,18,4,1912,male,other,miner,new york,2,,
396,liverpool,lusitania,second,vignesh,huynh,8,16/04/1912,16,4,1912,female,black,baker,new york,2,,
397,southampton,britannic,first,alisa,nguyen,17,18/04/1912,18,4,1912,male,white,weaver,new york,4,,
398,southampton,titanic,second,margarita,levshakoff jr,28,20/04/1912,20,4,1912,male,black,baker,new york,4,,
399,liverpool,mauretania,third,shaheer,el-jabbour,no data,15/04/1912,15,4,1912,female,black,none,new york,3,,
400,liverpool,carpathia,second,jacqueline,ocana-gonzales,32,16/04/1912,16,4,1912,male,hispanic,baker,new york,3,,
401,liverpool,aquitania,first,annika,bishop,9,17/04/1912,17,4,1912,male,asian,tailor,new york,2,,
402,liverpool,aquitania,first,sequoya,kacprowicz,3,19/04/1912,19,4,1912,male,white,tailor,new york,2,,
403,southampton,olympic,third,sandora,dalton,43,16/04/1912,16,4,1912,male,other,baker,new york,3,,
404,liverpool,lusitania,first,sauvnhia,zhang,no data,20/04/1912,20,4,1912,male,hispanic,weaver,cherbourg,3,,
405,southampton,britannic,first,raihaan,el-aman,2,19/04/1912,19,4,1912,male,white,carpenter,cherbourg,2,,
406,southampton,titanic,second,shawn,ortiz,35,17/04/1912,17,4,1912,female,white,weaver,new york,4,,
407,liverpool,mauretania,third,jacob,hernandez,87,16/04/1912,16,4,1912,male,black,carpenter,new york,3,,
408,liverpool,carpathia,third,amanda,ugarte-schirrmeister,4,20/04/1912,20,4,1912,male,other,blacksmith,new york,3,,
409,liverpool,baltic,third,dani,enos,71,15/04/1912,15,4,1912,female,asian,mason,new york,3,,
410,liverpool,lusitania,first,joel,cordova,83,15/04/1912,15,4,1912,male,hispanic,mason,new york,4,,
411,southampton,titanic,second,shanay,silverston,31,15/04/1912,15,4,1912,male,white,farmer,new york,1,,
412,southampton,titanic,second,joseph,lefholz,42,20/04/1912,20,4,1912,female,other,shoemaker,new york,2,,
413,liverpool,adriatic,first,tammassha,martinez,3,17/04/1912,17,4,1912,female,other,merchant,new york,1,,
414,liverpool,aquitania,second,nhi,vu,19,15/04/1912,15,4,1912,female,black,blacksmith,new york,2,,"The entry nineteen-five as an 'age' variable is ambiguous. It could be nineteen years and five months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
415,liverpool,lusitania,first,deeplata,yang,23,18/04/1912,18,4,1912,female,other,carpenter,new york,2,,
416,southampton,olympic,third,samantha,mugica,1,15/04/1912,15,4,1912,male,white,baker,cherbourg,1,,
417,liverpool,adriatic,third,marcos,atencio,30,18/04/1912,18,4,1912,male,other,none,new york,1,,
418,liverpool,mauretania,first,van,lor,11,18/04/1912,18,4,1912,female,white,mason,new york,1,,
419,southampton,olympic,third,shareefa,el-kaleel,49,15/04/1912,15,4,1912,male,other,mason,new york,3,,
420,liverpool,adriatic,third,elizario,self,58,17/04/1912,17,4,1912,female,black,carpenter,new york,4,,
421,liverpool,adriatic,second,kyle,brumbaugh,26,16/04/1912,16,4,1912,female,white,mason,new york,3,,
422,southampton,titanic,second,saaya,kamidate,51,17/04/1912,17,4,1912,female,other,shoemaker,new york,3,,
423,southampton,britannic,second,jesus,morales granados,19,18/04/1912,18,4,1912,male,hispanic,merchant,new york,4,,
424,liverpool,carpathia,first,doiminique,haile,14,15/04/1912,15,4,1912,female,black,baker,new york,4,,
425,liverpool,celtic,second,gabriella,siewiyumptewa,4,16/04/1912,16,4,1912,female,asian,baker,new york,4,,
426,liverpool,carpathia,second,daniel,gregory,98,16/04/1912,16,4,1912,female,black,none,new york,5,,
427,southampton,olympic,second,marena,chaloupka,83,15/04/1912,15,4,1912,male,asian,shoemaker,new york,3,,
428,liverpool,mauretania,third,alejandra,cervantes,7,15/04/1912,15,4,1912,female,white,carpenter,new york,5,,
429,liverpool,adriatic,first,iyaad,al-yousuf,32,15/04/1912,15,4,1912,female,asian,blacksmith,new york,1,,
430,liverpool,adriatic,third,kamee,vanacore,97,16/04/1912,16,4,1912,female,black,weaver,new york,4,,
431,liverpool,lusitania,second,dana,bryner,90,20/04/1912,20,4,1912,male,other,baker,new york,3,,
432,liverpool,carpathia,second,mercy,kang,5,16/04/1912,16,4,1912,female,hispanic,none,new york,2,,
433,liverpool,mauretania,second,najavee,roseley,19,20/04/1912,20,4,1912,male,asian,baker,new york,5,,"The entry nineteen-four as an 'age' variable is ambiguous. It could be nineteen years and four months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
434,liverpool,baltic,second,marc,leal,19,16/04/1912,16,4,1912,male,hispanic,tailor,new york,3,,"The entry nineteen-three as an 'age' variable is ambiguous. It could be nineteen years and three months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
435,southampton,britannic,second,christian,martell,65,19/04/1912,19,4,1912,male,asian,tailor,new york,4,,
436,southampton,olympic,first,derrik,jarvis,2,17/04/1912,17,4,1912,female,white,shoemaker,new york,3,,
437,southampton,britannic,third,yessica,martinez,40,16/04/1912,16,4,1912,female,black,weaver,new york,5,,
438,liverpool,baltic,first,abdus salam,al-abbasi,16,15/04/1912,15,4,1912,female,asian,farmer,new york,2,,
439,liverpool,aquitania,first,ali,aguilar,no data,20/04/1912,20,4,1912,female,white,merchant,new york,2,,
440,southampton,britannic,second,aatika,al-aziz,90,17/04/1912,17,4,1912,female,hispanic,baker,new york,2,,
441,liverpool,celtic,second,warda,el-farran,7,15/04/1912,15,4,1912,male,white,blacksmith,new york,5,,
442,liverpool,adriatic,third,alyvia,vincent,19,19/04/1912,19,4,1912,male,other,carpenter,new york,4,,
443,liverpool,celtic,third,justin,albo,5,19/04/1912,19,4,1912,male,asian,mason,new york,3,,
444,liverpool,carpathia,third,diego,rodriguez,92,19/04/1912,19,4,1912,male,other,baker,new york,1,,
445,liverpool,aquitania,third,thanaa,el-moghaddam,94,15/04/1912,15,4,1912,female,white,baker,new york,1,,
446,liverpool,adriatic,third,michael,nguyen,68,17/04/1912,17,4,1912,female,hispanic,baker,new york,4,,
447,liverpool,baltic,second,tia,heneman,3,19/04/1912,19,4,1912,male,white,none,new york,5,,
448,liverpool,mauretania,first,thaamir,al-younes,59,20/04/1912,20,4,1912,female,asian,miner,new york,1,,
449,liverpool,adriatic,third,samantha,myers,39,16/04/1912,16,4,1912,female,other,miner,new york,4,,
450,liverpool,adriatic,second,rose,kosmiski,68,18/04/1912,18,4,1912,male,other,none,new york,3,,
451,liverpool,adriatic,third,kara,trout,8,19/04/1912,19,4,1912,female,other,carpenter,cherbourg,5,,
452,liverpool,mauretania,first,adrian,ferrell,4,20/04/1912,20,4,1912,female,white,farmer,new york,3,,
453,liverpool,lusitania,second,saamiqa,el-yassin,39,17/04/1912,17,4,1912,male,other,tailor,new york,4,,
454,liverpool,celtic,second,jack,walters,10,17/04/1912,17,4,1912,female,hispanic,shoemaker,new york,3,,
455,southampton,titanic,third,mariela,vigil,3,18/04/1912,18,4,1912,male,hispanic,miner,new york,4,,
456,liverpool,carpathia,third,nicholas,punzal,76,15/04/1912,15,4,1912,male,white,weaver,new york,1,,
457,liverpool,aquitania,first,izzat,el-jafari,17,20/04/1912,20,4,1912,male,white,tailor,new york,5,,
458,southampton,britannic,third,tareefa,al-amiri,49,16/04/1912,16,4,1912,male,other,merchant,new york,3,,
459,liverpool,adriatic,first,min,loi,40,20/04/1912,20,4,1912,female,asian,miner,new york,5,,
460,liverpool,celtic,second,sundus,el-assaf,79,16/04/1912,16,4,1912,male,black,farmer,new york,1,,
461,liverpool,aquitania,third,jennifer,worley,55,15/04/1912,15,4,1912,female,asian,shoemaker,new york,4,,
462,liverpool,lusitania,first,ramalaan,al-beshara,33,15/04/1912,15,4,1912,male,asian,carpenter,new york,5,,
463,liverpool,adriatic,second,caitlyn,edwards,41,17/04/1912,17,4,1912,female,other,farmer,new york,2,,
464,liverpool,carpathia,second,brian,curtis,30,16/04/1912,16,4,1912,female,asian,miner,new york,4,,
465,southampton,titanic,first,andrew,chinea,19,19/04/1912,19,4,1912,female,asian,merchant,new york,4,,
466,liverpool,aquitania,first,raymond,anderson,100,17/04/1912,17,4,1912,female,white,carpenter,new york,3,,
467,liverpool,carpathia,first,muhjar,al-majid,8,15/04/1912,15,4,1912,female,black,shoemaker,new york,1,,
468,southampton,olympic,third,leon,tryels,1,19/04/1912,19,4,1912,male,other,none,new york,4,,
469,liverpool,celtic,first,larissa,angell,98,20/04/1912,20,4,1912,male,black,baker,new york,2,,
470,southampton,titanic,first,devin,king,69,20/04/1912,20,4,1912,male,hispanic,mason,new york,4,,
471,liverpool,celtic,first,eun,yoshimura,5,20/04/1912,20,4,1912,female,hispanic,merchant,new york,3,,
472,liverpool,carpathia,third,kenneth,o'neill,45,19/04/1912,19,4,1912,male,hispanic,baker,new york,4,,
473,liverpool,celtic,second,jamaal,al-rashed,1,20/04/1912,20,4,1912,female,white,none,cherbourg,2,,
474,liverpool,celtic,second,jeremiah,goldman,2,15/04/1912,15,4,1912,male,other,shoemaker,new york,4,,
475,liverpool,carpathia,second,kyra,o'connor,94,15/04/1912,15,4,1912,male,black,weaver,new york,5,,
476,southampton,olympic,third,sarah,ji,19,15/04/1912,15,4,1912,male,asian,carpenter,new york,5,,"The entry nineteen-zero as an 'age' variable is ambiguous. It could be nineteen years and no months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
477,liverpool,aquitania,third,wajeeb,al-mahmoud,1,16/04/1912,16,4,1912,female,white,blacksmith,new york,1,,
478,liverpool,celtic,second,sajaa,el-hariri,97,17/04/1912,17,4,1912,male,asian,none,cherbourg,2,,
479,liverpool,mauretania,third,haaniya,al-kanan,55,18/04/1912,18,4,1912,male,other,weaver,new york,5,,
480,liverpool,adriatic,first,jose,kindall,59,18/04/1912,18,4,1912,male,hispanic,miner,new york,4,,
481,liverpool,lusitania,third,dora,manu,60,17/04/1912,17,4,1912,male,black,blacksmith,new york,4,,
482,liverpool,baltic,first,aalon,hammond,97,19/04/1912,19,4,1912,male,white,weaver,new york,4,,
483,liverpool,carpathia,third,emily,johnson,no data,17/04/1912,17,4,1912,male,hispanic,blacksmith,new york,4,,
484,liverpool,mauretania,third,reed,musick-occhiuto,4,15/04/1912,15,4,1912,male,hispanic,baker,new york,2,,
485,liverpool,baltic,second,jeremiah,emanuel,19,20/04/1912,20,4,1912,male,black,mason,new york,4,,"The entry nineteen-four as an 'age' variable is ambiguous. It could be nineteen years and four months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
486,liverpool,aquitania,second,tareefa,el-niazi,6,16/04/1912,16,4,1912,female,black,miner,new york,4,,
